scene_id,acquisition_date,orbit_relative,pass_direction,status,area_km2,threshold_db,otsu_eta,valley_ratio,separability,detail
S1A_IW_GRDH_1SDV_20170524T125535_20170524T125600_016724_01BC5E_A499,2017-05-24,27,ASC,ok,99.60199600551721,-21.87345139893119,0.761100743245145,0.3865785410123127,0.87120753170741,
S1A_IW_GRDH_1SDV_20170605T125536_20170605T125601_016899_01C1D2_FE21,2017-06-05,27,ASC,ok,108.46045756480494,-21.87267970564186,0.7637627406059216,0.4494212479168158,0.8684686369670745,
S1A_IW_GRDH_1SDV_20170629T125537_20170629T125602_017249_01CC7B_B8CA,2017-06-29,27,ASC,ok,94.14125922761112,-21.12026995519549,0.8005469782274501,0.1968880474754748,0.8990729086167678,
S1A_IW_GRDH_1SDV_20170711T125538_20170711T125603_017424_01D1CB_4205,2017-07-11,27,ASC,ok,104.21926224963607,-21.372246988704482,0.825060840800652,0.2109054016648709,0.9078516842036818,
S1A_IW_GRDH_1SDV_20170723T125539_20170723T125604_017599_01D715_CDB4,2017-07-23,27,ASC,ok,118.60233464912493,-21.37374309237789,0.8370254099375852,0.24314680740206357,0.910507750979633,
S1A_IW_GRDH_1SDV_20170804T125540_20170804T125605_017774_01DC76_BB94,2017-08-04,27,ASC,ok,131.44404347348575,-21.123551407002697,0.8596977926817536,0.20892360299152415,0.9216667640532447,
S1A_IW_GRDH_1SDV_20170816T125540_20170816T125605_017949_01E1C3_D06F,2017-08-16,27,ASC,ok,142.56546512131322,-21.118465611342877,0.8652024142394978,0.2091340755731044,0.9247069105583179,
S1A_IW_GRDH_1SDV_20170828T125541_20170828T125606_018124_01E70E_0F5B,2017-08-28,27,ASC,ok,146.6044282442239,-21.11395021680987,0.8684955533452596,0.2039574981572926,0.9271018994594051,
S1A_IW_GRDH_1SDV_20170909T125541_20170909T125606_018299_01EC6F_F478,2017-09-09,27,ASC,ok,148.0853192610991,-21.1284056186932,0.869576812210913,0.20823505049230398,0.9277727663326457,
S1A_IW_GRDH_1SDV_20170921T125542_20170921T125607_018474_01F1CF_410E,2017-09-21,27,ASC,ok,146.5314973927585,-21.371715543363063,0.867491317370562,0.21240316059562944,0.9268578841059051,
